loan_id,gross_book_value,asset,begin_date,principal,end_date,account_id,currency_type,interest_rate_period,interest_type,interest_rate
727484,817339.38,Plot Purchase Financing,10/29/15 11:53,628000,11/15/18 0:00,710925,KES,year,Declining Balance,18
727486,636460.58,Plot Purchase Financing,9/26/16 10:50,511000,3/20/19 0:00,714607,KES,year,Declining Balance,18
727488,513492.84,Plot Purchase Financing,9/28/16 12:38,449000,10/15/18 0:00,714603,KES,year,Declining Balance,18
727490,354765.87,Plot Purchase Financing,9/22/16 15:36,284000,4/5/19 0:00,715345,KES,year,Declining Balance,18
727492,35700,Logbook Loan,12/1/14 15:03,30000,6/5/15 0:00,709646,KES,year,Flat,38
727494,35700,Logbook Loan,12/2/14 14:07,30000,6/5/15 0:00,709630,KES,year,Flat,38
727496,59500,Logbook Loan,6/15/16 9:27,50000,3/15/17 0:00,709630,KES,year,Flat,25.33334
727498,272500,Plot Purchase Financing,10/24/14 12:32,250000,5/24/15 0:00,709636,KES,year,Flat,18
727500,260000,Logbook Loan,3/27/14 16:36,200000,5/30/17 0:00,706996,KES,year,Flat,15
727502,71250,Logbook Loan,10/28/13 10:41,60000,2/4/15 0:00,705092,KES,year,Flat,15
727504,5500,Emergency Loan,9/27/12 9:53,5000,10/29/12 0:00,704881,KES,year,Flat,130
727506,8800.01,Emergency Loan,11/7/12 9:10,8000,11/12/13 0:00,704880,KES,year,Flat,104
727508,5500,Emergency Loan,9/28/12 8:56,5000,11/3/12 12:12,704878,KES,year,Flat,130
727510,5500,Emergency Loan,3/26/13 10:03,5000,4/23/13 0:00,705090,KES,year,Flat,130
727512,11800,Logbook Loan,5/7/13 0:00,10000,6/15/13 0:00,705090,KES,year,Flat,187.2
727514,5500,Emergency Loan,2/21/13 0:00,5000,3/26/13 0:00,705088,KES,year,Flat,130
727516,286913.48,Plot Purchase Financing,2/16/17 11:20,249000,8/17/19 0:00,715670,KES,year,Declining Balance,18
727518,779590.32,Plot Purchase Financing,2/21/18 12:46,599000,2/15/21 0:00,718842,KES,year,Declining Balance,18
727520,57500,Logbook Loan,5/8/14 9:20,50000,3/9/15 0:00,705971,KES,year,Flat,18
727522,27600,Logbook Loan,9/12/13 10:22,24000,2/19/14 0:00,705975,KES,year,Flat,36
727524,3300,Emergency Loan,2/9/15 16:07,3000,3/20/15 0:00,709947,KES,year,Flat,120
727526,3410,Emergency Loan,5/13/15 0:00,3100,6/17/15 0:00,709947,KES,year,Flat,120
727528,13200,Emergency Loan,8/5/15 14:07,12000,9/9/15 0:00,709947,KES,year,Flat,120
727530,5390,Emergency Loan,11/6/15 0:00,4900,12/10/15 0:00,709947,KES,year,Flat,120
727532,7700,Emergency Loan,1/20/16 14:23,7000,2/20/16 0:00,709947,KES,year,Flat,120
727534,5500,Emergency Loan,3/19/16 10:05,5000,4/19/16 0:00,709947,KES,year,Flat,120
727536,1650,Emergency Loan,8/6/16 11:52,1500,9/6/16 0:00,709947,KES,year,Flat,120
727538,2750,Emergency Loan,1/25/18 0:00,2500,2/25/18 0:00,705412,KES,year,Flat,120
727540,57500,Logbook Loan,10/7/13 11:55,50000,8/10/14 0:00,705697,KES,year,Flat,18
727542,88000,Emergency Loan,10/18/17 11:38,80000,11/26/17 0:00,717622,KES,year,Flat,120
727544,5500,Emergency Loan,9/9/13 16:38,5000,10/9/13 0:00,705409,KES,year,Flat,130
727546,11000,Emergency Loan,1/10/18 10:29,10000,2/10/18 0:00,712859,KES,year,Flat,120
727548,48000,Emergency Loan,3/8/18 16:00,40000,5/14/18 0:00,712859,KES,year,Flat,120
727550,35700,Biashara Loan,7/8/16 13:44,30000,1/9/17 0:00,710967,KES,year,Flat,38
727552,17250,School Fee Loan,1/9/17 14:21,15000,5/9/17 0:00,710967,KES,year,Flat,45
727554,11000,Emergency Loan,6/27/17 15:34,10000,7/28/17 0:00,710967,KES,year,Flat,120
727556,310328.23,Plot Purchase Financing,10/12/15 16:35,259000,10/29/17 0:00,710965,KES,year,Declining Balance,18
727558,35700,Logbook Loan,9/16/15 9:58,30000,3/16/16 0:00,707411,KES,year,Flat,38
727560,59500,Logbook Loan,11/9/15 10:55,50000,8/9/16 0:00,707256,KES,year,Flat,25.333334
727562,572715.57,Plot Purchase Financing,4/26/17 0:00,474000,10/10/19 0:00,717270,KES,year,Declining Balance,18
727564,611715.38,Plot Purchase Financing,5/31/17 0:00,474000,6/2/20 0:00,717271,KES,year,Declining Balance,18
727566,1210,Emergency Loan,2/28/17 0:00,1100,4/3/17 0:00,714854,KES,year,Flat,120
727568,724545.48,Plot Purchase Financing,1/21/17 9:52,569000,2/11/20 0:00,715477,KES,year,Declining Balance,18
727570,28250,Logbook Loan,7/1/13 19:59,25000,10/10/13 0:00,706336,KES,year,Flat,48.29
727572,345000,Logbook Loan,7/10/13 19:59,300000,7/11/14 19:59,706327,KES,year,Flat,15
727574,11500,Logbook Loan,6/14/13 19:59,10000,8/14/13 19:59,706334,KES,year,Flat,97.57
727576,380739.06,Plot Purchase Financing,8/17/17 14:32,331000,9/5/20 0:00,717723,KES,year,Declining Balance,18
727578,431442.68,Plot Purchase Financing,8/15/17 16:15,331500,8/17/20 0:00,717721,KES,year,Declining Balance,18
727580,431442.68,Plot Purchase Financing,8/21/17 15:33,331500,10/21/20 0:00,717727,KES,year,Declining Balance,18
727582,408666.71,Plot Purchase Financing,8/22/17 13:26,314000,8/24/20 0:00,717726,KES,year,Declining Balance,18
727584,864186.87,Plot Purchase Financing,10/28/16 13:41,664000,10/29/19 0:00,713818,KES,year,Declining Balance,18
727586,616904.43,Plot Purchase Financing,7/28/17 0:00,474000,8/5/21 0:00,717378,KES,year,Declining Balance,18
727588,459955,Plot Purchase Financing,8/31/16 14:33,459955,3/15/19 0:00,707923,KES,year,Declining Balance,18
727590,13200,Emergency Loan,8/17/15 0:00,12000,9/17/15 0:00,708899,KES,year,Flat,120
727592,35700,Logbook Loan,4/1/16 0:00,30000,7/4/16 0:00,711298,KES,year,Flat,76
727594,47600,Logbook Loan,12/17/15 0:00,40000,9/17/16 0:00,711302,KES,year,Flat,25.5
727596,1100,Emergency Loan,1/11/16 0:00,1000,2/16/16 0:00,711303,KES,year,Flat,120
727598,591499.31,Plot Purchase Financing,6/3/17 0:00,474000,6/25/20 0:00,717340,KES,year,Declining Balance,18
727600,342975.87,Plot Purchase Financing,10/29/16 0:00,284000,5/2/19 0:00,715375,KES,year,Declining Balance,18
727602,948124.36,Plot Purchase Financing,11/3/16 0:00,759000,5/15/19 0:00,715372,KES,year,Declining Balance,18
727604,31050,Logbook Loan,8/27/13 8:32,27000,3/3/14 0:00,705429,KES,year,Flat,30
727606,69000,Logbook Loan,1/10/14 14:40,60000,10/10/14 0:00,705427,KES,year,Flat,20
727608,838724.92,Plot Purchase Financing,4/16/15 13:59,700000,4/17/17 0:00,719366,KES,year,Declining Balance,18
727610,740255.71,Plot Purchase Financing,2/27/17 15:50,569000,3/16/20 0:00,719621,KES,year,Declining Balance,18
727612,103500,Logbook Loan,10/4/14 0:00,90000,7/6/15 0:00,707175,KES,year,Flat,20
727614,343000,Logbook Loan,3/4/14 8:40,280000,9/5/15 0:00,707165,KES,year,Flat,15
727616,238000,Logbook Loan,9/28/17 12:47,200000,9/30/19 0:00,707165,KES,year,Flat,19
727618,69000,Logbook Loan,9/26/14 0:00,60000,6/29/15 0:00,707176,KES,year,Flat,20
727620,5500,Emergency Loan,5/7/13 0:00,5000,8/26/13 0:00,705272,KES,year,Flat,130
727622,5500,Emergency Loan,5/7/13 0:00,5000,6/25/13 0:00,705270,KES,year,Flat,130
727624,369622.12,Plot Purchase Financing,5/31/17 12:52,284000,6/8/20 0:00,713179,KES,year,Declining Balance,18
727626,23800,Logbook Loan,8/5/16 10:16,20000,2/9/17 0:00,713172,KES,year,Flat,38
727628,57500,Logbook Loan,7/18/14 13:06,50000,1/23/15 0:00,708722,KES,year,Flat,30
727630,5500,Emergency Loan,12/15/12 9:16,5000,1/16/13 0:00,705016,KES,year,Flat,130
727632,17699.71,Logbook Loan,2/16/13 10:37,15000,4/17/13 0:00,705016,KES,year,Flat,133.7
727634,5500,Emergency Loan,11/30/12 13:04,5000,1/2/13 0:00,705012,KES,year,Flat,130
727636,35400,Logbook Loan,2/15/13 11:49,30000,4/29/13 0:00,705012,KES,year,Flat,94
727638,57500,Logbook Loan,8/3/13 0:00,50000,9/18/14 0:00,705012,KES,year,Flat,20
727640,5500,Emergency Loan,1/28/13 8:24,5000,8/16/13 0:00,705014,KES,year,Flat,130
727642,826592,Plot Purchase Financing,1/20/17 10:00,664000,7/20/19 0:00,715537,KES,year,Declining Balance,18
727644,215314.64,Plot Purchase Financing,5/20/17 0:00,199000,2/20/19 0:00,714855,KES,year,Declining Balance,18
727646,3300,Emergency Loan,7/15/16 15:35,3000,8/15/16 0:00,711689,KES,year,Flat,120
727648,7920,Emergency Loan,7/31/17 0:00,7200,8/31/17 0:00,711689,KES,year,Flat,120
727650,6600,Emergency Loan,8/30/17 12:18,6000,9/30/17 0:00,711689,KES,year,Flat,120
727652,7700,Emergency Loan,11/15/17 0:00,7000,12/15/17 0:00,711689,KES,year,Flat,120
727654,10230,Emergency Loan,3/3/17 15:55,9300,4/3/17 0:00,715542,KES,year,Flat,120
727656,935,Emergency Loan,3/8/18 0:00,850,4/8/18 0:00,715542,KES,year,Flat,120
727658,142800,Logbook Loan,4/22/17 10:34,120000,4/24/18 0:00,715543,KES,year,Flat,19
727660,34500,Logbook Loan,8/3/13 0:00,30000,2/3/14 0:00,705096,KES,year,Flat,30
727662,74750,Logbook Loan,11/23/13 11:51,65000,9/7/14 0:00,706637,KES,year,Flat,20
727664,5500,Emergency Loan,10/4/12 16:18,5000,11/5/12 0:00,704883,KES,year,Flat,130
727666,23000,Logbook Loan,10/8/13 11:36,20000,4/17/14 0:00,706293,KES,year,Flat,30
727668,11500,Logbook Loan,10/13/14 12:52,10000,1/14/15 0:00,706293,KES,year,Flat,60
727670,385026.98,Plot Purchase Financing,2/13/18 16:38,332500,2/13/21 0:00,718665,KES,year,Declining Balance,18
727672,8800,Emergency Loan,10/30/12 12:47,8000,11/27/12 0:00,704886,KES,year,Flat,130
727674,230000,Logbook Loan,11/20/12 9:07,200000,12/1/13 0:00,704886,KES,year,Flat,15
727676,23600,Logbook Loan,3/6/13 13:45,20000,5/1/13 0:00,704886,KES,year,Flat,117
727678,390000,Logbook Loan,6/4/13 10:21,300000,5/30/17 0:00,704886,KES,year,Flat,15
727680,46000,Logbook Loan,9/2/13 15:39,40000,6/23/14 0:00,704886,KES,year,Flat,20
727682,23000,Logbook Loan,7/17/12 10:30,20000,1/17/13 0:00,704219,KES,year,Flat,30
727684,13800,Logbook Loan,7/5/12 11:59,12000,11/5/12 0:00,704221,KES,year,Flat,45
727686,5187.5,Logbook Loan,10/17/11 15:04,5000,1/31/12 0:00,704216,KES,year,Flat,15
727688,115000,Logbook Loan,7/11/12 0:00,100000,7/12/13 0:00,704217,KES,year,Flat,15
727690,6960,Logbook Loan,1/23/14 14:24,6400,4/23/14 0:00,705212,KES,year,Flat,60
727694,23000,Logbook Loan,7/15/14 13:35,20000,1/15/15 0:00,705180,KES,year,Flat,30
727696,23000,Logbook Loan,12/1/11 8:24,20000,6/7/12 0:00,704355,KES,year,Flat,30
727698,12000,Emergency Loan,11/29/11 0:00,10000,1/29/12 0:00,704358,KES,year,Flat,120
727700,6000,Emergency Loan,7/12/12 10:18,5000,8/10/12 0:00,704690,KES,year,Flat,260
727702,115000,Logbook Loan,6/3/13 19:59,100000,8/12/14 0:00,705762,KES,year,Flat,15
727704,11500,Logbook Loan,4/30/14 15:45,10000,9/5/14 0:00,705758,KES,year,Flat,45
727706,4400,Emergency Loan,6/23/16 0:00,4000,7/23/16 0:00,705758,KES,year,Flat,120
727708,10500,Emergency Loan,8/31/16 8:37,10000,9/5/16 0:00,705758,KES,year,Flat,60
727710,7700,Emergency Loan,12/16/16 16:35,7000,2/16/17 0:00,705758,KES,year,Flat,120
727712,3850,Emergency Loan,4/19/17 0:00,3500,5/19/17 0:00,705758,KES,year,Flat,120
727714,520000,Biashara Loan,5/16/14 0:00,400000,12/16/16 0:00,705754,KES,year,Flat,15
727716,354765.87,Plot Purchase Financing,10/3/16 10:38,284000,4/11/19 0:00,713766,KES,year,Declining Balance,18
727718,238000,Logbook Loan,9/14/17 0:00,200000,9/15/18 0:00,717438,KES,year,Flat,19
727720,409979.21,Plot Purchase Financing,8/20/16 0:00,359000,2/11/19 0:00,715026,KES,year,Declining Balance,18
727722,473437.56,Plot Purchase Financing,12/23/16 0:00,379000,7/1/19 0:00,715027,KES,year,Declining Balance,18
727724,946632.97,Plot Purchase Financing,8/9/16 0:00,854000,4/29/19 0:00,715020,KES,year,Declining Balance,18
727726,908035.48,Plot Purchase Financing,8/15/16 0:00,759000,2/28/19 0:00,715025,KES,year,Declining Balance,18
727728,1639872.65,Plot Purchase Financing,8/25/15 0:00,1260000,9/5/18 0:00,712401,KES,year,Declining Balance,18
727730,397196.15,Plot Purchase Financing,12/20/17 16:07,331500,12/20/19 0:00,710952,KES,year,Declining Balance,18
727732,864186.87,Plot Purchase Financing,1/24/18 9:52,664000,4/20/21 0:00,710952,KES,year,Declining Balance,18
727734,263530,Plot Purchase Financing,5/29/15 14:08,240000,5/30/17 0:00,707697,KES,year,Declining Balance,18
727736,80500,Logbook Loan,6/16/14 14:47,70000,4/17/15 0:00,707691,KES,year,Flat,18
727738,83300,Logbook Loan,4/14/15 10:25,70000,1/15/16 0:00,707270,KES,year,Flat,25.33334
727740,359000,Plot Purchase Financing,9/7/15 14:52,359000,9/15/17 0:00,712070,KES,year,Declining Balance,18
727742,1760,Emergency Loan,4/14/17 0:00,1600,5/14/17 0:00,714578,KES,year,Flat,120
727744,5280,Emergency Loan,6/20/17 0:00,4800,7/20/17 0:00,714578,KES,year,Flat,120
727746,388209.79,Plot Purchase Financing,9/8/16 13:54,324000,9/8/18 0:00,714573,KES,year,Declining Balance,18
727748,384855.85,Plot Purchase Financing,7/22/16 8:55,349000,1/22/19 0:00,714469,KES,year,Declining Balance,18
727750,553186.24,Plot Purchase Financing,7/22/16 8:58,509000,7/28/17 0:00,713556,KES,year,Declining Balance,18
727752,472741.34,Plot Purchase Financing,7/25/16 15:54,379000,1/25/19 0:00,713567,KES,year,Declining Balance,18
727754,567936.62,Plot Purchase Financing,7/26/16 9:27,474000,8/10/18 0:00,714477,KES,year,Declining Balance,18
727756,634502.46,Plot Purchase Financing,7/25/16 15:49,519000,3/11/19 0:00,713565,KES,year,Declining Balance,18
727758,987828.04,Plot Purchase Financing,5/31/17 16:39,759000,6/2/20 0:00,717647,KES,year,Declining Balance,18
727760,8800,Emergency Loan,2/26/13 11:08,8000,3/29/13 0:00,705073,KES,year,Flat,130
727762,547927.06,Plot Purchase Financing,12/8/17 16:41,473700,12/15/20 0:00,718173,KES,year,Declining Balance,18
727764,13800,Logbook Loan,2/12/13 9:58,12000,6/15/13 0:00,704902,KES,year,Flat,45
727766,183750,Logbook Loan,4/5/13 10:11,150000,11/10/14 0:00,704901,KES,year,Flat,15
727768,10350,Logbook Loan,10/7/13 10:03,9000,1/11/14 0:00,705999,KES,year,Flat,60
727770,119000,Logbook Loan,11/12/14 10:42,100000,11/12/15 0:00,705998,KES,year,Flat,15
727772,186300,Logbook Loan,7/24/13 19:59,162000,8/5/14 0:00,705995,KES,year,Flat,15
727774,15950,Logbook Loan,1/29/15 16:49,15000,6/7/15 0:00,710019,KES,year,Flat,25.3334
727776,57500,School Fee Loan,4/18/16 0:00,50000,4/21/17 0:00,712335,KES,year,Flat,15
727778,323230.64,Plot Purchase Financing,12/4/17 0:00,284000,12/5/20 0:00,712335,KES,year,Declining Balance,10
727780,17250,Emergency Loan,7/25/17 14:33,15000,10/29/17 0:00,706890,KES,year,Flat,15
727782,485929.35,Plot Purchase Financing,4/5/17 9:26,389000,10/17/19 0:00,719643,KES,year,Declining Balance,18
727784,11500,Logbook Loan,6/3/14 10:42,10000,10/3/14 0:00,707443,KES,year,Flat,45
727786,1041851.45,Plot Purchase Financing,1/26/16 8:43,947000,2/10/17 0:00,715144,KES,year,Declining Balance,18
727788,5500,Emergency Loan,2/24/16 0:00,5000,3/24/16 0:00,712748,KES,year,Flat,120
727790,5610,Emergency Loan,6/21/16 0:00,5100,7/21/16 0:00,712748,KES,year,Flat,120
727792,2750,Emergency Loan,4/22/17 0:00,2500,5/22/17 0:00,712748,KES,year,Flat,120
727794,3300,Emergency Loan,7/23/17 0:00,3000,8/23/17 0:00,712748,KES,year,Flat,120
727796,1100,Emergency Loan,9/25/17 0:00,1000,10/25/17 0:00,712748,KES,year,Flat,120
727798,2750,Emergency Loan,10/14/17 0:00,2500,11/14/17 0:00,712748,KES,year,Flat,120
727800,1650,Emergency Loan,12/29/17 0:00,1500,1/29/18 0:00,712748,KES,year,Flat,120
727802,593098.34,Plot Purchase Financing,9/9/15 0:00,495000,10/16/17 0:00,712745,KES,year,Declining Balance,18
727804,369933.81,Plot Purchase Financing,5/26/16 12:10,339000,6/11/18 0:00,706308,KES,year,Declining Balance,20
727806,376228.03,Plot Purchase Financing,7/11/15 12:27,314000,7/11/17 0:00,706310,KES,year,Declining Balance,18
727808,11500,Logbook Loan,4/15/13 19:59,10000,8/11/13 0:00,706313,KES,year,Flat,60
727810,377426.22,Plot Purchase Financing,5/22/15 0:00,315000,5/22/17 0:00,711450,KES,year,Declining Balance,18
727812,1760,Emergency Loan,5/3/17 0:00,1600,6/3/17 0:00,717541,KES,year,Flat,120
727814,6750,Logbook Loan,9/6/14 12:40,6750,10/14/14 0:00,708873,KES,year,Flat,120
727816,770,Emergency Loan,3/3/18 0:00,700,4/3/18 0:00,716734,KES,year,Flat,120
727818,15712.5,Logbook Loan,1/30/15 0:00,15000,5/28/15 0:00,709280,KES,year,Flat,19
727820,680026.52,Plot Purchase Financing,8/30/17 0:00,522500,10/29/20 0:00,717391,KES,year,Declining Balance,18
727822,24990,Logbook Loan,6/19/15 0:00,21000,12/21/15 0:00,711331,KES,year,Flat,38
727824,17850,Logbook Loan,3/25/15 0:00,15000,7/3/15 0:00,711323,KES,year,Flat,75
727826,571741.47,Plot Purchase Financing,6/13/17 14:28,449000,6/15/20 0:00,717114,KES,year,Declining Balance,18
727828,230000,Logbook Loan,5/2/13 12:04,200000,5/18/14 0:00,705255,KES,year,Flat,15
727830,5500,Emergency Loan,5/2/13 0:00,5000,5/30/13 0:00,705253,KES,year,Flat,130
727832,8800,Emergency Loan,6/11/13 13:15,8000,7/9/13 0:00,705252,KES,year,Flat,130
727834,756000,Plot Purchase Financing,5/27/16 9:45,630000,6/11/18 0:00,713309,KES,year,Flat,10
727836,13437.5,School Fee Loan,5/12/17 14:02,12500,11/13/17 0:00,713360,KES,year,Flat,15
727838,467566.41,Plot Purchase Financing,11/30/16 0:00,374300,6/3/19 0:00,715401,KES,year,Declining Balance,18
727840,5500,Emergency Loan,8/17/12 0:00,5000,9/14/12 0:00,704343,KES,year,Flat,130
727842,16100,Logbook Loan,9/17/12 11:30,14000,12/21/12 0:00,704343,KES,year,Flat,60
727844,5500,Emergency Loan,2/8/13 11:55,5000,4/15/13 0:00,704341,KES,year,Flat,130
727846,115000,Logbook Loan,1/10/12 0:00,100000,7/16/12 0:00,704335,KES,year,Flat,30
727848,115000,Logbook Loan,11/7/12 12:24,100000,5/9/13 0:00,704335,KES,year,Flat,30
727850,367500,Logbook Loan,3/12/14 0:00,300000,9/12/15 0:00,704335,KES,year,Flat,15
727852,476000,Logbook Loan,6/4/16 0:00,400000,6/5/17 0:00,704335,KES,year,Flat,19
727856,5500,Emergency Loan,11/19/12 13:32,5000,12/20/12 0:00,704985,KES,year,Flat,130
727858,8800,Emergency Loan,2/13/13 15:06,8000,3/22/13 0:00,704985,KES,year,Flat,130
727860,11800,Logbook Loan,9/27/13 9:25,10000,1/17/14 0:00,704985,KES,year,Flat,72
727862,5500,Emergency Loan,12/3/12 16:07,5000,1/5/13 0:00,704983,KES,year,Flat,130
727864,680026.52,Plot Purchase Financing,12/14/15 0:00,522500,1/5/19 0:00,714863,KES,year,Declining Balance,18
727866,842020.99,Plot Purchase Financing,11/7/17 0:00,806500,11/27/20 0:00,717784,KES,year,Declining Balance,18
727868,34500,Logbook Loan,1/25/13 8:31,30000,8/26/13 0:00,704988,KES,year,Flat,30
727870,8625,Logbook Loan,5/25/13 0:00,7500,9/1/13 0:00,704987,KES,year,Flat,60
727872,610568.43,Plot Purchase Financing,7/26/17 11:01,474000,7/27/20 0:00,716396,KES,year,Declining Balance,18
727874,727696,Plot Purchase Financing,2/9/18 15:37,611803,3/29/21 0:00,716396,KES,year,Declining Balance,18
727876,3019409.68,Plot Purchase Financing,2/26/15 0:00,2520000,2/28/17 0:00,712405,KES,year,Declining Balance,18
727878,313260,Logbook Loan,9/22/17 15:23,227000,9/26/19 0:00,714396,KES,year,Flat,19
727880,430146.06,Plot Purchase Financing,9/5/15 0:00,359000,9/6/17 0:00,712072,KES,year,Declining Balance,18
727882,864186.87,Plot Purchase Financing,1/19/18 0:00,664000,1/21/21 0:00,718313,KES,year,Declining Balance,18
727884,474000,Plot Purchase Financing,8/19/16 15:01,474000,8/19/19 0:00,714532,KES,year,Declining Balance,18
727886,6900,Emergency Loan,7/20/16 0:00,6000,9/20/16 0:00,712720,KES,year,Flat,120
727888,3850,Emergency Loan,9/9/17 0:00,3500,10/9/17 0:00,712720,KES,year,Flat,120
727890,345400,Plot Purchase Financing,8/10/15 8:53,314000,8/10/17 0:00,712050,KES,year,Declining Balance,18
727892,480522.84,Plot Purchase Financing,9/20/16 0:00,429000,3/20/19 0:00,713608,KES,year,Declining Balance,18
727894,844664.6,Plot Purchase Financing,7/20/17 0:00,649000,8/3/20 0:00,717697,KES,year,Declining Balance,18
727896,1029272.95,Plot Purchase Financing,1/29/16 16:15,900000,1/30/18 0:00,712928,KES,year,Declining Balance,18
727898,17250,Logbook Loan,5/30/13 0:00,15000,9/30/13 0:00,705049,KES,year,Flat,45
727900,539180.27,Plot Purchase Financing,4/29/15 13:15,450000,5/2/17 0:00,719367,KES,year,Declining Balance,18
727902,141000,Logbook Loan,5/9/14 10:36,120000,7/27/15 0:00,705934,KES,year,Flat,15
727904,178500,Logbook Loan,10/19/17 16:38,150000,10/23/18 0:00,705934,KES,year,Flat,19
727906,421825.07,Plot Purchase Financing,5/16/16 8:47,359000,9/13/18 0:00,705933,KES,year,Flat,10
727908,14280,Logbook Loan,3/2/15 14:58,12000,7/9/15 0:00,711786,KES,year,Flat,19
727910,8330,Logbook Loan,11/29/14 10:13,7000,2/28/15 0:00,711789,KES,year,Flat,19
727912,403548.41,Plot Purchase Financing,7/30/16 0:00,324000,1/30/19 0:00,715285,KES,year,Declining Balance,18
727914,33375,School Fee Loan,7/29/17 9:38,30000,5/5/18 0:00,713734,KES,year,Flat,15
727916,24150,Logbook Loan,2/6/14 15:19,21000,8/7/14 0:00,706870,KES,year,Flat,30
727918,114300,Logbook Loan,7/25/13 19:59,100000,5/30/17 0:00,706149,KES,year,Flat,15
727920,115000,Logbook Loan,12/3/13 15:10,100000,12/18/14 0:00,706154,KES,year,Flat,15
727922,34500,Logbook Loan,5/21/13 19:59,30000,11/27/13 19:59,706157,KES,year,Flat,30
727924,544049.17,Plot Purchase Financing,9/7/15 0:00,495000,9/15/17 0:00,712730,KES,year,Declining Balance,18
727926,430146.06,Plot Purchase Financing,9/14/15 12:44,359000,9/14/17 0:00,710881,KES,year,Declining Balance,18
727928,460000,Logbook Loan,9/28/15 0:00,400000,1/19/16 0:00,710883,KES,year,Flat,60
727930,364386.53,Plot Purchase Financing,9/4/15 10:45,359000,4/10/18 0:00,710876,KES,year,Declining Balance,18
727932,17250,Logbook Loan,2/6/14 0:00,15000,7/11/14 0:00,707470,KES,year,Flat,36
727934,35700,Logbook Loan,12/11/14 16:21,30000,7/10/15 0:00,707470,KES,year,Flat,38
727936,649441.56,Plot Purchase Financing,8/16/17 0:00,499000,8/19/20 0:00,717356,KES,year,Declining Balance,18
727938,23000,Emergency Loan,4/30/16 0:00,20000,6/30/16 0:00,714889,KES,year,Flat,90
727940,759000,Plot Purchase Financing,10/11/17 0:00,759000,10/15/20 0:00,714889,KES,year,Declining Balance,18
727942,520000,Logbook Loan,4/8/14 0:00,400000,4/20/16 0:00,705371,KES,year,Flat,15
727944,414101.73,Plot Purchase Financing,3/20/17 0:00,331500,12/16/19 0:00,705371,KES,year,Declining Balance,18
727946,23800,Logbook Loan,5/15/15 13:13,20000,11/16/15 0:00,711887,KES,year,Flat,19
727948,5500,Emergency Loan,5/21/13 19:59,5000,5/30/17 0:00,706374,KES,year,Flat,130
727952,473437.56,Plot Purchase Financing,2/7/17 0:00,379000,8/7/19 0:00,717471,KES,year,Declining Balance,18
727954,1611549.97,Plot Purchase Financing,4/18/15 0:00,1345000,4/24/17 0:00,719526,KES,year,Declining Balance,18
727956,57500,Logbook Loan,8/20/14 15:57,50000,6/23/15 0:00,706742,KES,year,Flat,18
727958,57500,Logbook Loan,7/31/14 10:09,50000,6/6/15 0:00,706743,KES,year,Flat,18
727960,59500,Logbook Loan,3/17/15 12:45,50000,1/12/16 0:00,706741,KES,year,Flat,25.33334
727962,35700,Logbook Loan,3/11/16 15:52,30000,9/12/16 0:00,708858,KES,year,Flat,38
727964,5500,Emergency Loan,7/23/15 11:22,5000,7/29/16 0:00,708860,KES,year,Flat,120
727966,3300,Emergency Loan,1/25/16 12:11,3000,2/25/16 0:00,708860,KES,year,Flat,120
727968,5500,Emergency Loan,3/18/16 11:38,5000,4/18/16 0:00,708860,KES,year,Flat,120
727970,5500,Emergency Loan,5/16/16 10:36,5000,6/16/16 0:00,708860,KES,year,Flat,120
727972,5610,Emergency Loan,7/12/16 13:11,5100,8/12/16 0:00,708860,KES,year,Flat,120
727974,7755,Emergency Loan,7/23/16 11:51,7050,8/23/16 0:00,708860,KES,year,Flat,120
727976,2310,Emergency Loan,10/17/16 12:25,2100,11/17/16 0:00,708860,KES,year,Flat,120
727978,645818.2,Plot Purchase Financing,6/3/15 0:00,539000,6/27/17 0:00,719497,KES,year,Declining Balance,18
727980,593098.34,Plot Purchase Financing,7/6/15 0:00,495000,7/6/17 0:00,711516,KES,year,Declining Balance,18
727982,307823.33,Plot Purchase Financing,10/18/16 12:07,284000,8/8/19 0:00,711513,KES,year,Declining Balance,18
727984,38500,Emergency Loan,6/9/17 12:07,35000,7/10/17 0:00,711513,KES,year,Flat,120
727986,2200,Emergency Loan,7/29/17 0:00,2000,8/29/17 0:00,711509,KES,year,Flat,120
727990,35700,Logbook Loan,3/9/16 0:00,30000,9/21/16 0:00,711347,KES,year,Flat,38
727992,21420,Logbook Loan,2/5/16 0:00,18000,6/6/16 0:00,711348,KES,year,Flat,76
727994,8800,Emergency Loan,4/20/13 0:00,8000,5/20/13 0:00,705179,KES,year,Flat,130
727996,625968,Logbook Loan,8/20/15 0:00,453600,9/11/17 0:00,712706,KES,year,Flat,19
727998,53907.84,Plot Purchase Financing,11/14/16 13:43,49000,3/25/18 0:00,713930,KES,year,Declining Balance,18
728000,711250.1,Plot Purchase Financing,11/23/16 10:04,569000,6/3/19 0:00,713961,KES,year,Flat,18
728002,758290.27,Plot Purchase Financing,2/6/17 15:33,664000,8/17/19 0:00,714758,KES,year,Declining Balance,18
728004,31050,Logbook Loan,4/17/14 14:31,27000,10/22/14 0:00,707152,KES,year,Flat,30
728006,46000,Logbook Loan,2/27/12 12:16,40000,12/15/12 0:00,704176,KES,year,Flat,20
728008,11450,Logbook Loan,3/6/14 14:47,11000,8/6/14 0:00,704176,KES,year,Flat,36
